Date,StationCode,State,District,Rainfall (mm),Groundwater Level (m),Temperature (°C),River Water Level (m),Scarcity
2024-10-25,ASS_KAM,Assam,Kamrup,150.0,5.0,43.7,7.52,0
2024-10-26,ASS_KAM,Assam,Kamrup,124.6,5.0,23.1,3.11,0
2024-10-27,ASS_KAM,Assam,Kamrup,0.0,5.63,35.9,6.44,0
2024-10-28,ASS_KAM,Assam,Kamrup,129.3,5.0,32.1,7.99,0
2024-10-29,ASS_KAM,Assam,Kamrup,0.0,5.75,27.1,3.66,0
2024-10-30,ASS_KAM,Assam,Kamrup,0.0,5.99,17.2,14.4,0
2024-10-31,ASS_KAM,Assam,Kamrup,70.9,5.39,23.5,4.45,0
2024-11-01,ASS_KAM,Assam,Kamrup,8.2,5.93,10.5,8.1,0
2024-11-02,ASS_KAM,Assam,Kamrup,0.0,6.67,18.1,3.44,0
2024-11-03,ASS_KAM,Assam,Kamrup,15.7,6.67,25.1,4.36,0
2024-11-04,ASS_KAM,Assam,Kamrup,9.5,6.98,17.4,14.58,0
2024-11-05,ASS_KAM,Assam,Kamrup,18.3,6.98,22.0,4.19,0
2024-11-06,ASS_KAM,Assam,Kamrup,1.6,7.93,35.6,12.82,0
2024-11-07,ASS_KAM,Assam,Kamrup,15.2,7.93,33.7,2.93,0
2024-11-08,ASS_KAM,Assam,Kamrup,12.3,7.93,25.5,13.58,0
2024-11-09,ASS_KAM,Assam,Kamrup,10.7,7.93,23.6,2.67,0
2024-11-10,ASS_KAM,Assam,Kamrup,0.0,8.22,10.2,5.13,0
2024-11-11,ASS_KAM,Assam,Kamrup,7.0,8.7,43.8,2.14,0
2024-11-12,ASS_KAM,Assam,Kamrup,1.4,9.01,20.2,4.05,0
2024-11-13,ASS_KAM,Assam,Kamrup,8.1,9.38,33.6,4.69,0
2024-11-14,ASS_KAM,Assam,Kamrup,0.0,9.83,20.9,11.21,0
2024-11-15,ASS_KAM,Assam,Kamrup,2.1,10.75,39.1,4.41,0
2024-11-16,ASS_KAM,Assam,Kamrup,12.7,10.75,38.3,2.57,0
2024-11-17,ASS_KAM,Assam,Kamrup,0.0,11.44,12.7,1.71,0
2024-11-18,ASS_KAM,Assam,Kamrup,8.4,12.29,19.5,1.96,0
2024-11-19,ASS_KAM,Assam,Kamrup,0.0,13.23,27.4,11.47,0
2024-11-20,ASS_KAM,Assam,Kamrup,0.0,13.77,30.9,14.12,0
2024-11-21,ASS_KAM,Assam,Kamrup,4.7,14.38,44.9,13.69,0
2024-11-22,ASS_KAM,Assam,Kamrup,0.0,14.87,16.8,2.43,0
2024-11-23,ASS_KAM,Assam,Kamrup,0.0,15.34,24.4,3.77,1
2024-11-24,ASS_KAM,Assam,Kamrup,4.2,15.77,20.5,6.08,0
2024-11-25,ASS_KAM,Assam,Kamrup,13.5,15.77,33.5,6.17,0
2024-11-26,ASS_KAM,Assam,Kamrup,0.0,16.62,33.3,2.39,1
2024-11-27,ASS_KAM,Assam,Kamrup,18.4,16.62,39.8,7.93,0
2024-11-28,ASS_KAM,Assam,Kamrup,14.0,16.62,20.3,11.03,0
2024-11-29,ASS_KAM,Assam,Kamrup,7.8,17.61,24.8,5.48,0
2024-11-30,ASS_KAM,Assam,Kamrup,0.0,18.23,10.8,2.04,1
2024-12-01,ASS_KAM,Assam,Kamrup,15.4,18.23,36.1,12.62,0
2024-12-02,ASS_KAM,Assam,Kamrup,0.4,19.16,18.2,6.15,0
2024-12-03,ASS_KAM,Assam,Kamrup,10.9,19.16,42.9,10.68,0
2024-12-04,ASS_KAM,Assam,Kamrup,13.4,19.16,27.1,13.74,0
2024-12-05,ASS_KAM,Assam,Kamrup,0.0,19.82,33.6,2.15,1
2024-12-06,ASS_KAM,Assam,Kamrup,0.6,20.0,37.3,5.61,0
2024-12-07,ASS_KAM,Assam,Kamrup,0.5,20.0,16.2,6.73,0
2024-12-08,ASS_KAM,Assam,Kamrup,0.7,20.0,19.5,2.04,1
2024-12-09,ASS_KAM,Assam,Kamrup,5.5,20.0,29.7,6.75,0
2024-12-10,ASS_KAM,Assam,Kamrup,17.7,20.0,41.4,11.65,0
2024-12-11,ASS_KAM,Assam,Kamrup,18.3,20.0,38.4,3.64,0
2024-12-12,ASS_KAM,Assam,Kamrup,0.0,20.0,11.7,1.48,1
2024-12-13,ASS_KAM,Assam,Kamrup,15.1,20.0,30.7,4.17,0
2024-12-14,ASS_KAM,Assam,Kamrup,8.0,20.0,21.4,10.3,0
2024-12-15,ASS_KAM,Assam,Kamrup,1.6,20.0,25.0,11.85,0
2024-12-16,ASS_KAM,Assam,Kamrup,13.2,20.0,43.3,14.22,0
2024-12-17,ASS_KAM,Assam,Kamrup,10.5,20.0,20.0,2.49,0
2024-12-18,ASS_KAM,Assam,Kamrup,0.0,20.0,22.5,7.1,0
2024-12-19,ASS_KAM,Assam,Kamrup,1.4,20.0,15.7,13.03,0
2024-12-20,ASS_KAM,Assam,Kamrup,0.0,20.0,25.6,13.51,0
2024-12-21,ASS_KAM,Assam,Kamrup,1.8,20.0,21.8,5.95,0
2024-12-22,ASS_KAM,Assam,Kamrup,0.0,20.0,33.4,9.46,0
2024-12-23,ASS_KAM,Assam,Kamrup,8.8,20.0,11.1,14.07,0
2024-12-24,ASS_KAM,Assam,Kamrup,9.0,20.0,26.6,9.22,0
2024-12-25,ASS_KAM,Assam,Kamrup,0.0,20.0,38.2,6.72,0
2024-12-26,ASS_KAM,Assam,Kamrup,4.0,20.0,26.5,6.54,0
2024-12-27,ASS_KAM,Assam,Kamrup,3.6,20.0,43.0,11.02,0
2024-12-28,ASS_KAM,Assam,Kamrup,17.2,20.0,37.1,14.42,0
2024-12-29,ASS_KAM,Assam,Kamrup,6.8,20.0,25.8,13.65,0
2024-12-30,ASS_KAM,Assam,Kamrup,0.9,20.0,28.8,2.32,1
2024-12-31,ASS_KAM,Assam,Kamrup,3.8,20.0,32.6,12.53,0
2024-01-01,ASS_NAG,Assam,Nagaon,0.0,9.12,33.6,3.05,0
2024-01-02,ASS_NAG,Assam,Nagaon,0.0,9.49,36.8,5.44,0
2024-01-03,ASS_NAG,Assam,Nagaon,10.5,9.49,19.7,9.2,0
2024-01-04,ASS_NAG,Assam,Nagaon,8.7,10.28,42.5,3.4,0
2024-01-05,ASS_NAG,Assam,Nagaon,13.3,10.28,42.4,10.75,0
2024-01-06,ASS_NAG,Assam,Nagaon,11.5,10.28,35.5,6.71,0
2024-01-07,ASS_NAG,Assam,Nagaon,0.0,11.27,13.6,1.28,0
2024-01-08,ASS_NAG,Assam,Nagaon,4.7,11.84,26.6,6.08,0
2024-01-09,ASS_NAG,Assam,Nagaon,7.6,12.26,11.0,1.09,0
2024-01-10,ASS_NAG,Assam,Nagaon,0.0,13.13,13.7,2.4,0
2024-01-11,ASS_NAG,Assam,Nagaon,7.8,13.88,22.5,2.3,0
2024-01-12,ASS_NAG,Assam,Nagaon,0.0,14.5,24.2,5.94,0
2024-01-13,ASS_NAG,Assam,Nagaon,5.4,15.39,44.6,3.56,1
2024-01-14,ASS_NAG,Assam,Nagaon,0.0,15.62,16.2,14.62,0
2024-01-15,ASS_NAG,Assam,Nagaon,14.1,15.62,19.2,8.47,0
2024-01-16,ASS_NAG,Assam,Nagaon,16.4,15.62,41.4,11.79,0
2024-01-17,ASS_NAG,Assam,Nagaon,3.8,16.52,16.9,5.89,0
2024-01-18,ASS_NAG,Assam,Nagaon,7.3,17.01,44.2,4.09,1
2024-01-19,ASS_NAG,Assam,Nagaon,8.0,17.9,36.6,14.01,0
2024-01-20,ASS_NAG,Assam,Nagaon,14.6,17.9,17.1,7.89,0
2024-01-21,ASS_NAG,Assam,Nagaon,0.0,18.22,34.1,3.59,1
2024-01-22,ASS_NAG,Assam,Nagaon,11.2,18.22,44.0,2.16,0
2024-01-23,ASS_NAG,Assam,Nagaon,14.7,18.22,30.3,5.6,0
2024-01-24,ASS_NAG,Assam,Nagaon,0.0,18.74,14.9,5.57,0
2024-01-25,ASS_NAG,Assam,Nagaon,12.1,18.74,16.8,1.22,0
2024-01-26,ASS_NAG,Assam,Nagaon,9.8,19.41,25.6,14.93,0
2024-01-27,ASS_NAG,Assam,Nagaon,0.0,20.0,17.8,11.23,0
2024-01-28,ASS_NAG,Assam,Nagaon,19.9,20.0,17.6,14.35,0
2024-01-29,ASS_NAG,Assam,Nagaon,17.5,20.0,42.7,3.91,0
2024-01-30,ASS_NAG,Assam,Nagaon,17.0,20.0,41.6,11.22,0
2024-01-31,ASS_NAG,Assam,Nagaon,16.8,20.0,35.5,13.7,0
2024-02-01,ASS_NAG,Assam,Nagaon,11.3,20.0,12.9,11.08,0
2024-02-02,ASS_NAG,Assam,Nagaon,8.1,20.0,25.8,10.39,0
2024-02-03,ASS_NAG,Assam,Nagaon,17.9,20.0,17.2,11.17,0
2024-02-04,ASS_NAG,Assam,Nagaon,16.8,20.0,11.1,1.41,0
2024-02-05,ASS_NAG,Assam,Nagaon,0.0,20.0,33.6,3.08,1
2024-02-06,ASS_NAG,Assam,Nagaon,8.4,20.0,32.9,9.19,0
2024-02-07,ASS_NAG,Assam,Nagaon,0.7,20.0,44.8,12.9,0
2024-02-08,ASS_NAG,Assam,Nagaon,0.8,20.0,31.9,3.36,1
2024-02-09,ASS_NAG,Assam,Nagaon,0.0,20.0,25.3,13.1,0
2024-02-10,ASS_NAG,Assam,Nagaon,0.0,20.0,28.9,5.25,0
2024-02-11,ASS_NAG,Assam,Nagaon,0.0,20.0,20.9,13.33,0
2024-02-12,ASS_NAG,Assam,Nagaon,9.3,20.0,41.6,1.11,1
2024-02-13,ASS_NAG,Assam,Nagaon,0.0,20.0,18.7,5.59,0
2024-02-14,ASS_NAG,Assam,Nagaon,0.0,20.0,40.3,14.7,0
2024-02-15,ASS_NAG,Assam,Nagaon,6.0,20.0,20.9,8.11,0
2024-02-16,ASS_NAG,Assam,Nagaon,0.8,20.0,24.1,12.14,0
2024-02-17,ASS_NAG,Assam,Nagaon,9.0,20.0,43.1,4.87,1
2024-02-18,ASS_NAG,Assam,Nagaon,0.0,20.0,24.9,2.87,1
2024-02-19,ASS_NAG,Assam,Nagaon,2.6,20.0,42.0,4.56,1
2024-02-20,ASS_NAG,Assam,Nagaon,11.6,20.0,18.6,8.29,0
2024-02-21,ASS_NAG,Assam,Nagaon,5.2,20.0,35.7,10.95,0
2024-02-22,ASS_NAG,Assam,Nagaon,5.7,20.0,37.3,5.15,0
2024-02-23,ASS_NAG,Assam,Nagaon,6.5,20.0,12.3,13.15,0
2024-02-24,ASS_NAG,Assam,Nagaon,0.0,20.0,14.8,7.7,0
2024-02-25,ASS_NAG,Assam,Nagaon,0.0,20.0,17.4,13.93,0
2024-02-26,ASS_NAG,Assam,Nagaon,9.4,20.0,10.9,9.7,0
2024-02-27,ASS_NAG,Assam,Nagaon,16.9,20.0,31.4,8.11,0
2024-02-28,ASS_NAG,Assam,Nagaon,0.0,20.0,24.8,7.15,0
2024-02-29,ASS_NAG,Assam,Nagaon,0.0,20.0,37.4,12.7,0
2024-03-01,ASS_NAG,Assam,Nagaon,34.4,20.0,20.8,13.4,0
2024-03-02,ASS_NAG,Assam,Nagaon,36.7,20.0,11.7,12.34,0
2024-03-03,ASS_NAG,Assam,Nagaon,7.1,20.0,40.2,2.52,1
2024-03-04,ASS_NAG,Assam,Nagaon,0.0,20.0,39.0,6.92,0
2024-03-05,ASS_NAG,Assam,Nagaon,37.7,20.0,44.8,1.98,0
2024-03-06,ASS_NAG,Assam,Nagaon,0.0,20.0,12.0,6.3,0
2024-03-07,ASS_NAG,Assam,Nagaon,7.3,20.0,10.7,5.44,0
2024-03-08,ASS_NAG,Assam,Nagaon,0.0,20.0,44.1,11.0,0
2024-03-09,ASS_NAG,Assam,Nagaon,0.0,20.0,26.8,2.69,1
2024-03-10,ASS_NAG,Assam,Nagaon,17.6,20.0,32.9,7.03,0
2024-03-11,ASS_NAG,Assam,Nagaon,0.0,20.0,27.6,8.26,0
2024-03-12,ASS_NAG,Assam,Nagaon,7.3,20.0,41.1,13.6,0
2024-03-13,ASS_NAG,Assam,Nagaon,18.1,20.0,21.4,11.07,0
2024-03-14,ASS_NAG,Assam,Nagaon,0.0,20.0,41.0,11.44,0
2024-03-15,ASS_NAG,Assam,Nagaon,13.1,20.0,13.1,6.94,0
2024-03-16,ASS_NAG,Assam,Nagaon,26.7,20.0,25.7,14.61,0
2024-03-17,ASS_NAG,Assam,Nagaon,9.0,20.0,23.9,2.52,1
2024-03-18,ASS_NAG,Assam,Nagaon,44.8,20.0,13.3,11.4,0
2024-03-19,ASS_NAG,Assam,Nagaon,20.4,20.0,38.6,9.01,0
2024-03-20,ASS_NAG,Assam,Nagaon,3.3,20.0,24.9,11.42,0
2024-03-21,ASS_NAG,Assam,Nagaon,35.3,20.0,38.1,13.58,0
2024-03-22,ASS_NAG,Assam,Nagaon,0.0,20.0,38.4,5.81,0
2024-03-23,ASS_NAG,Assam,Nagaon,0.0,20.0,14.4,9.69,0
2024-03-24,ASS_NAG,Assam,Nagaon,0.0,20.0,41.9,8.77,0
2024-03-25,ASS_NAG,Assam,Nagaon,24.9,20.0,24.1,8.48,0
2024-03-26,ASS_NAG,Assam,Nagaon,29.4,20.0,37.4,10.12,0
2024-03-27,ASS_NAG,Assam,Nagaon,26.6,20.0,33.1,8.39,0
2024-03-28,ASS_NAG,Assam,Nagaon,30.7,20.0,43.7,6.44,0
2024-03-29,ASS_NAG,Assam,Nagaon,24.4,20.0,14.8,8.1,0
2024-03-30,ASS_NAG,Assam,Nagaon,0.0,20.0,10.4,1.65,1
2024-03-31,ASS_NAG,Assam,Nagaon,11.4,20.0,34.0,10.18,0
2024-04-01,ASS_NAG,Assam,Nagaon,40.5,20.0,11.3,7.55,0
2024-04-02,ASS_NAG,Assam,Nagaon,25.4,20.0,15.1,12.53,0
2024-04-03,ASS_NAG,Assam,Nagaon,18.9,20.0,12.9,3.55,0
2024-04-04,ASS_NAG,Assam,Nagaon,37.2,20.0,32.3,2.62,0
2024-04-05,ASS_NAG,Assam,Nagaon,40.7,20.0,28.3,11.94,0
2024-04-06,ASS_NAG,Assam,Nagaon,17.0,20.0,22.6,9.68,0
2024-04-07,ASS_NAG,Assam,Nagaon,28.6,20.0,40.6,13.46,0
2024-04-08,ASS_NAG,Assam,Nagaon,0.0,20.0,15.5,9.14,0
2024-04-09,ASS_NAG,Assam,Nagaon,27.8,20.0,20.3,3.58,0
2024-04-10,ASS_NAG,Assam,Nagaon,0.0,20.0,36.9,5.83,0
2024-04-11,ASS_NAG,Assam,Nagaon,43.3,20.0,20.3,4.7,0
2024-04-12,ASS_NAG,Assam,Nagaon,48.4,20.0,33.3,11.23,0
2024-04-13,ASS_NAG,Assam,Nagaon,46.8,20.0,41.6,11.62,0
2024-04-14,ASS_NAG,Assam,Nagaon,0.0,20.0,16.3,1.79,1
2024-04-15,ASS_NAG,Assam,Nagaon,31.1,20.0,39.7,7.05,0
2024-04-16,ASS_NAG,Assam,Nagaon,0.0,20.0,32.3,12.76,0
2024-04-17,ASS_NAG,Assam,Nagaon,20.0,20.0,38.0,6.32,0
2024-04-18,ASS_NAG,Assam,Nagaon,21.3,20.0,27.0,13.41,0
2024-04-19,ASS_NAG,Assam,Nagaon,22.9,20.0,25.4,12.02,0
2024-04-20,ASS_NAG,Assam,Nagaon,31.2,20.0,30.4,2.57,0
2024-04-21,ASS_NAG,Assam,Nagaon,20.6,20.0,10.7,9.63,0
2024-04-22,ASS_NAG,Assam,Nagaon,16.6,20.0,23.3,3.44,0
2024-04-23,ASS_NAG,Assam,Nagaon,24.1,20.0,16.5,7.2,0
2024-04-24,ASS_NAG,Assam,Nagaon,0.0,20.0,21.7,4.24,1
2024-04-25,ASS_NAG,Assam,Nagaon,44.8,20.0,17.4,3.2,0
2024-04-26,ASS_NAG,Assam,Nagaon,0.0,20.0,42.6,12.02,0
2024-04-27,ASS_NAG,Assam,Nagaon,0.0,20.0,25.2,11.5,0
2024-04-28,ASS_NAG,Assam,Nagaon,29.9,20.0,10.7,3.99,0
2024-04-29,ASS_NAG,Assam,Nagaon,10.6,20.0,29.8,14.19,0
2024-04-30,ASS_NAG,Assam,Nagaon,0.0,20.0,16.2,3.08,1
2024-05-01,ASS_NAG,Assam,Nagaon,33.3,20.0,43.0,12.48,0
2024-05-02,ASS_NAG,Assam,Nagaon,19.4,20.0,12.1,2.15,0
2024-05-03,ASS_NAG,Assam,Nagaon,36.1,20.0,28.0,3.68,0
2024-05-04,ASS_NAG,Assam,Nagaon,0.0,20.0,16.1,8.14,0
2024-05-05,ASS_NAG,Assam,Nagaon,0.7,20.0,33.9,11.1,0
2024-05-06,ASS_NAG,Assam,Nagaon,0.0,20.0,28.5,3.15,1
2024-05-07,ASS_NAG,Assam,Nagaon,0.0,20.0,44.9,4.29,1
2024-05-08,ASS_NAG,Assam,Nagaon,7.2,20.0,27.7,6.63,0
2024-05-09,ASS_NAG,Assam,Nagaon,28.2,20.0,33.1,7.81,0
2024-05-10,ASS_NAG,Assam,Nagaon,0.0,20.0,24.7,12.24,0
2024-05-11,ASS_NAG,Assam,Nagaon,39.9,20.0,34.7,1.75,0
2024-05-12,ASS_NAG,Assam,Nagaon,9.7,20.0,11.4,1.99,1
2024-05-13,ASS_NAG,Assam,Nagaon,0.4,20.0,15.3,11.47,0
2024-05-14,ASS_NAG,Assam,Nagaon,4.9,20.0,21.0,2.2,1
2024-05-15,ASS_NAG,Assam,Nagaon,38.9,20.0,44.6,1.41,0
2024-05-16,ASS_NAG,Assam,Nagaon,15.9,20.0,22.0,3.79,0
2024-05-17,ASS_NAG,Assam,Nagaon,2.7,20.0,18.3,14.12,0
2024-05-18,ASS_NAG,Assam,Nagaon,0.0,20.0,29.9,2.59,1
2024-05-19,ASS_NAG,Assam,Nagaon,49.3,20.0,17.0,7.29,0
2024-05-20,ASS_NAG,Assam,Nagaon,0.0,20.0,24.3,4.17,1
2024-05-21,ASS_NAG,Assam,Nagaon,0.0,20.0,36.8,4.55,1
2024-05-22,ASS_NAG,Assam,Nagaon,22.5,20.0,38.4,2.77,0
2024-05-23,ASS_NAG,Assam,Nagaon,16.8,20.0,25.4,3.67,0
2024-05-24,ASS_NAG,Assam,Nagaon,2.1,20.0,13.1,13.49,0
2024-05-25,ASS_NAG,Assam,Nagaon,1.6,20.0,24.9,3.1,1
2024-05-26,ASS_NAG,Assam,Nagaon,22.4,20.0,27.6,2.26,0
2024-05-27,ASS_NAG,Assam,Nagaon,28.8,20.0,13.6,4.41,0
2024-05-28,ASS_NAG,Assam,Nagaon,49.6,20.0,37.6,7.56,0
2024-05-29,ASS_NAG,Assam,Nagaon,4.9,20.0,17.5,10.05,0
2024-05-30,ASS_NAG,Assam,Nagaon,0.0,20.0,32.6,7.78,0
2024-05-31,ASS_NAG,Assam,Nagaon,44.9,20.0,31.7,2.85,0
2024-06-01,ASS_NAG,Assam,Nagaon,88.6,19.43,21.7,2.1,0
2024-06-02,ASS_NAG,Assam,Nagaon,0.0,20.0,19.6,10.44,0
2024-06-03,ASS_NAG,Assam,Nagaon,0.0,20.0,40.7,8.31,0
2024-06-04,ASS_NAG,Assam,Nagaon,0.0,20.0,15.5,7.67,0
2024-06-05,ASS_NAG,Assam,Nagaon,0.0,20.0,34.7,10.97,0
2024-06-06,ASS_NAG,Assam,Nagaon,164.0,19.45,17.4,5.01,0
2024-06-07,ASS_NAG,Assam,Nagaon,114.7,18.48,24.8,7.88,0
2024-06-08,ASS_NAG,Assam,Nagaon,143.8,17.32,40.1,13.77,0
2024-06-09,ASS_NAG,Assam,Nagaon,0.0,18.15,39.4,6.34,0
2024-06-10,ASS_NAG,Assam,Nagaon,143.5,17.35,19.5,5.35,0
2024-06-11,ASS_NAG,Assam,Nagaon,50.3,16.68,23.7,11.24,0
2024-06-12,ASS_NAG,Assam,Nagaon,53.2,15.36,33.9,3.2,0
2024-06-13,ASS_NAG,Assam,Nagaon,135.8,14.64,19.6,14.03,0
2024-06-14,ASS_NAG,Assam,Nagaon,0.0,15.04,40.3,14.68,0
2024-06-15,ASS_NAG,Assam,Nagaon,149.0,14.41,40.4,12.41,0
2024-06-16,ASS_NAG,Assam,Nagaon,153.4,13.14,16.8,1.57,0
2024-06-17,ASS_NAG,Assam,Nagaon,50.9,12.33,24.1,7.41,0
2024-06-18,ASS_NAG,Assam,Nagaon,109.6,11.71,10.8,3.89,0
2024-06-19,ASS_NAG,Assam,Nagaon,64.6,10.89,41.8,9.15,0
2024-06-20,ASS_NAG,Assam,Nagaon,71.5,10.14,23.9,5.61,0
2024-06-21,ASS_NAG,Assam,Nagaon,74.3,9.45,33.1,6.54,0
2024-06-22,ASS_NAG,Assam,Nagaon,170.8,8.65,19.7,11.57,0
2024-06-23,ASS_NAG,Assam,Nagaon,119.7,8.13,28.6,9.06,0
2024-06-24,ASS_NAG,Assam,Nagaon,188.5,6.65,29.5,14.42,0
2024-06-25,ASS_NAG,Assam,Nagaon,0.0,6.91,36.0,13.96,0
2024-06-26,ASS_NAG,Assam,Nagaon,176.1,6.33,18.9,9.22,0
2024-06-27,ASS_NAG,Assam,Nagaon,90.7,5.14,23.1,10.73,0
2024-06-28,ASS_NAG,Assam,Nagaon,115.7,5.0,38.7,14.69,0
2024-06-29,ASS_NAG,Assam,Nagaon,0.0,5.71,26.0,5.38,0
2024-06-30,ASS_NAG,Assam,Nagaon,112.2,5.0,37.6,3.54,0
2024-07-01,ASS_NAG,Assam,Nagaon,0.0,5.95,12.8,12.59,0
2024-07-02,ASS_NAG,Assam,Nagaon,0.0,6.4,23.7,6.93,0
2024-07-03,ASS_NAG,Assam,Nagaon,79.5,5.7,42.1,11.68,0
2024-07-04,ASS_NAG,Assam,Nagaon,163.1,5.17,40.2,2.24,0
2024-07-05,ASS_NAG,Assam,Nagaon,141.5,5.0,34.2,3.2,0
2024-07-06,ASS_NAG,Assam,Nagaon,79.1,5.0,27.6,12.27,0
2024-07-07,ASS_NAG,Assam,Nagaon,56.4,5.0,12.4,4.48,0
2024-07-08,ASS_NAG,Assam,Nagaon,184.6,5.0,28.5,14.52,0
2024-07-09,ASS_NAG,Assam,Nagaon,0.0,5.35,29.0,6.77,0
2024-07-10,ASS_NAG,Assam,Nagaon,154.3,5.0,34.7,1.97,0
2024-07-11,ASS_NAG,Assam,Nagaon,122.8,5.0,36.6,11.89,0
2024-07-12,ASS_NAG,Assam,Nagaon,190.2,5.0,29.4,5.69,0
2024-07-13,ASS_NAG,Assam,Nagaon,0.0,5.8,42.7,7.72,0
2024-07-14,ASS_NAG,Assam,Nagaon,120.1,5.0,33.8,9.45,0
2024-07-15,ASS_NAG,Assam,Nagaon,165.9,5.0,20.4,8.2,0
2024-07-16,ASS_NAG,Assam,Nagaon,97.5,5.0,15.5,10.28,0
2024-07-17,ASS_NAG,Assam,Nagaon,0.0,5.84,42.7,2.78,0
2024-07-18,ASS_NAG,Assam,Nagaon,73.1,5.0,11.4,6.29,0
2024-07-19,ASS_NAG,Assam,Nagaon,114.4,5.0,34.9,7.18,0
2024-07-20,ASS_NAG,Assam,Nagaon,104.9,5.0,33.0,14.78,0
2024-07-21,ASS_NAG,Assam,Nagaon,78.2,5.0,38.7,9.2,0
2024-07-22,ASS_NAG,Assam,Nagaon,178.2,5.0,44.8,6.09,0
2024-07-23,ASS_NAG,Assam,Nagaon,157.9,5.0,22.0,5.89,0
2024-07-24,ASS_NAG,Assam,Nagaon,0.0,5.82,32.0,4.04,0
2024-07-25,ASS_NAG,Assam,Nagaon,184.1,5.0,17.2,7.47,0
2024-07-26,ASS_NAG,Assam,Nagaon,52.1,5.0,29.7,5.17,0
2024-07-27,ASS_NAG,Assam,Nagaon,0.0,5.74,30.1,8.1,0
2024-07-28,ASS_NAG,Assam,Nagaon,0.0,6.03,36.0,13.62,0
2024-07-29,ASS_NAG,Assam,Nagaon,70.9,5.0,27.5,4.23,0
2024-07-30,ASS_NAG,Assam,Nagaon,185.0,5.0,40.4,12.75,0
2024-07-31,ASS_NAG,Assam,Nagaon,89.9,5.0,37.0,6.17,0
2024-08-01,ASS_NAG,Assam,Nagaon,58.1,5.0,25.0,9.32,0
2024-08-02,ASS_NAG,Assam,Nagaon,109.6,5.0,16.4,5.48,0
2024-08-03,ASS_NAG,Assam,Nagaon,130.2,5.0,31.8,4.2,0
2024-08-04,ASS_NAG,Assam,Nagaon,76.6,5.0,14.6,14.12,0
2024-08-05,ASS_NAG,Assam,Nagaon,101.8,5.0,26.4,10.49,0
2024-08-06,ASS_NAG,Assam,Nagaon,128.8,5.0,42.3,1.93,0
2024-08-07,ASS_NAG,Assam,Nagaon,136.9,5.0,34.9,2.75,0
2024-08-08,ASS_NAG,Assam,Nagaon,146.4,5.0,44.7,3.38,0
2024-08-09,ASS_NAG,Assam,Nagaon,158.9,5.0,28.0,5.91,0
2024-08-10,ASS_NAG,Assam,Nagaon,0.0,5.52,38.7,4.03,0
2024-08-11,ASS_NAG,Assam,Nagaon,102.1,5.0,19.7,8.71,0
2024-08-12,ASS_NAG,Assam,Nagaon,0.0,5.53,43.0,2.16,0
2024-08-13,ASS_NAG,Assam,Nagaon,69.5,5.0,37.3,2.25,0
2024-08-14,ASS_NAG,Assam,Nagaon,151.4,5.0,40.2,11.61,0
2024-08-15,ASS_NAG,Assam,Nagaon,197.0,5.0,14.7,10.54,0
2024-08-16,ASS_NAG,Assam,Nagaon,129.5,5.0,31.2,13.64,0
2024-08-17,ASS_NAG,Assam,Nagaon,156.9,5.0,45.0,14.74,0
2024-08-18,ASS_NAG,Assam,Nagaon,129.6,5.0,41.1,14.22,0
2024-08-19,ASS_NAG,Assam,Nagaon,141.4,5.0,18.5,1.35,0
2024-08-20,ASS_NAG,Assam,Nagaon,183.1,5.0,40.1,6.83,0
2024-08-21,ASS_NAG,Assam,Nagaon,98.5,5.0,35.6,12.13,0
2024-08-22,ASS_NAG,Assam,Nagaon,119.1,5.0,44.3,14.65,0
2024-08-23,ASS_NAG,Assam,Nagaon,58.0,5.0,24.4,3.5,0
2024-08-24,ASS_NAG,Assam,Nagaon,88.0,5.0,32.4,9.07,0
2024-08-25,ASS_NAG,Assam,Nagaon,56.6,5.0,37.4,6.76,0
2024-08-26,ASS_NAG,Assam,Nagaon,190.6,5.0,34.7,2.93,0
2024-08-27,ASS_NAG,Assam,Nagaon,121.9,5.0,20.6,13.79,0
2024-08-28,ASS_NAG,Assam,Nagaon,124.3,5.0,33.2,8.96,0
2024-08-29,ASS_NAG,Assam,Nagaon,0.0,5.57,27.0,13.62,0
2024-08-30,ASS_NAG,Assam,Nagaon,0.0,6.41,23.0,13.44,0
2024-08-31,ASS_NAG,Assam,Nagaon,134.4,5.13,19.2,11.79,0
2024-09-01,ASS_NAG,Assam,Nagaon,61.9,5.0,33.0,12.81,0
2024-09-02,ASS_NAG,Assam,Nagaon,106.9,5.0,38.0,1.3,0
2024-09-03,ASS_NAG,Assam,Nagaon,136.5,5.0,36.4,4.62,0
2024-09-04,ASS_NAG,Assam,Nagaon,105.4,5.0,20.0,14.9,0
2024-09-05,ASS_NAG,Assam,Nagaon,144.3,5.0,16.7,12.5,0
2024-09-06,ASS_NAG,Assam,Nagaon,184.2,5.0,25.8,3.9,0
2024-09-07,ASS_NAG,Assam,Nagaon,180.4,5.0,24.5,3.58,0
2024-09-08,ASS_NAG,Assam,Nagaon,190.4,5.0,23.1,10.54,0
2024-09-09,ASS_NAG,Assam,Nagaon,0.0,5.49,41.8,1.26,0
2024-09-10,ASS_NAG,Assam,Nagaon,151.4,5.0,36.2,1.21,0
2024-09-11,ASS_NAG,Assam,Nagaon,0.0,5.46,14.2,12.73,0
2024-09-12,ASS_NAG,Assam,Nagaon,51.9,5.0,38.3,6.56,0
